Palabras clave,Fecha y hora,Origen,Id. del evento,Categoría de la tarea
Auditoría correcta,02/06/2014 8:51:41,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		37L4247D28-05$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios de escritorio remoto
	Nombre de grupo:		Usuarios de escritorio remoto
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 8:51:41,Microsoft-Windows-Security-Auditing,4731,Administración de grupos de seguridad,"Se creó un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		37L4247D28-05$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Nuevo grupo:
	Id. de seguridad:		BUILTIN\Operadores de configuración de red
	Nombre de grupo:		Operadores de configuración de red
	Dominio de grupo:		Builtin

Atributos:
	Nombre de cuenta SAM:	Operadores de configuración de red
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Operadores de copia de seguridad
	Nombre de grupo:		Operadores de copia de seguridad
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios de escritorio remoto
	Nombre de grupo:		Usuarios de escritorio remoto
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Usuarios de escritorio remoto
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Operadores de configuración de red
	Nombre de grupo:		Operadores de configuración de red
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios de escritorio remoto
	Nombre de grupo:		Usuarios de escritorio remoto
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Lectores del registro de eventos
	Nombre de grupo:		Event Log Readers
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Operadores de configuración de red
	Nombre de grupo:		Operadores de configuración de red
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Operadores de configuración de red
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios del monitor de sistema
	Nombre de grupo:		Performance Monitor Users
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios del monitor de sistema
	Nombre de grupo:		Usuarios del monitor de sistema
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Usuarios del monitor de sistema
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios avanzados
	Nombre de grupo:		Usuarios avanzados
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios avanzados
	Nombre de grupo:		Usuarios avanzados
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Usuarios avanzados
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Duplicadores
	Nombre de grupo:		Duplicadores
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Duplicadores
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:36,Microsoft-Windows-Security-Auditing,4732,Administración de grupos de seguridad,"Se agregó un miembro a un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Miembro:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Administradores
	Nombre de grupo:		Administradores
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:36,Microsoft-Windows-Security-Auditing,4733,Administración de grupos de seguridad,"Se quitó un miembro de un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Miembro:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios
	Nombre de grupo:		Usuarios
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:36,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Miembro:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		GARCIA2\None
	Nombre de grupo:		None
	Dominio de grupo:		alex-PC

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:36,Microsoft-Windows-Security-Auditing,4732,Administración de grupos de seguridad,"Se agregó un miembro a un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Miembro:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios
	Nombre de grupo:		Usuarios
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Operadores de copia de seguridad
	Nombre de grupo:		Operadores de copia de seguridad
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Operadores de copia de seguridad
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Duplicadores
	Nombre de grupo:		Duplicadores
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 9:00:10,Microsoft-Windows-Security-Auditing,4735,Administración de grupos de seguridad,"Se cambió un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Grupo:
	Id. de seguridad:		BUILTIN\Lectores del registro de eventos
	Nombre de grupo:		Lectores del registro de eventos
	Dominio de grupo:		Builtin

Atributos cambiados:
	Nombre de cuenta SAM:	Lectores del registro de eventos
	Historial de SID:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,02/06/2014 10:22:42,Microsoft-Windows-Security-Auditing,4608,Cambio de estado de seguridad,"Se está iniciando Windows.

Este evento se registra cuando se inicia LSASS.EXE y se inicializa el subsistema de auditoría."
Auditoría correcta,02/06/2014 10:07:22,Microsoft-Windows-Security-Auditing,4616,Cambio de estado de seguridad,"Se cambió la hora del sistema.

Asunto:
	Id. de seguridad:		SERVICIO LOCAL
	Nombre de cuenta:		SERVICIO LOCAL
	Dominio de cuenta:		NT AUTHORITY
	Id. de inicio de sesión:		0x3e5

Información de proceso:
	Id. de proceso:	0x48c
	Nombre:		C:\Windows\System32\svchost.exe

Hora anterior:		‎2014‎-‎06‎-‎02T08:07:22.942792800Z
Nueva hora:		‎2014‎-‎06‎-‎02T08:07:22.942000000Z

Este evento se genera cuando se cambia la hora del sistema. Es normal que el servicio Hora de Windows, que se ejecuta con el privilegio de sistema, cambie la hora del sistema regularmente. Otros cambios de la hora del sistema pueden indicar intentos de alteración del equipo."
Auditoría correcta,02/06/2014 10:07:22,Microsoft-Windows-Security-Auditing,4616,Cambio de estado de seguridad,"Se cambió la hora del sistema.

Asunto:
	Id. de seguridad:		SERVICIO LOCAL
	Nombre de cuenta:		SERVICIO LOCAL
	Dominio de cuenta:		NT AUTHORITY
	Id. de inicio de sesión:		0x3e5

Información de proceso:
	Id. de proceso:	0x48c
	Nombre:		C:\Windows\System32\svchost.exe

Hora anterior:		‎2014‎-‎06‎-‎02T07:07:21.195914000Z
Nueva hora:		‎2014‎-‎06‎-‎02T08:07:22.942792800Z

Este evento se genera cuando se cambia la hora del sistema. Es normal que el servicio Hora de Windows, que se ejecuta con el privilegio de sistema, cambie la hora del sistema regularmente. Otros cambios de la hora del sistema pueden indicar intentos de alteración del equipo."
Auditoría correcta,02/06/2014 9:00:33,Microsoft-Windows-Security-Auditing,4616,Cambio de estado de seguridad,"Se cambió la hora del sistema.

Asunto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Información de proceso:
	Id. de proceso:	0x318
	Nombre:		C:\Windows\System32\oobe\msoobe.exe

Hora anterior:		‎2014‎-‎06‎-‎02T07:00:33.953125000Z
Nueva hora:		‎2014‎-‎06‎-‎02T07:00:33.734000000Z

Este evento se genera cuando se cambia la hora del sistema. Es normal que el servicio Hora de Windows, que se ejecuta con el privilegio de sistema, cambie la hora del sistema regularmente. Otros cambios de la hora del sistema pueden indicar intentos de alteración del equipo."
Auditoría correcta,02/06/2014 10:07:23,Microsoft-Windows-Security-Auditing,4616,Cambio de estado de seguridad,"Se cambió la hora del sistema.

Asunto:
	Id. de seguridad:		SERVICIO LOCAL
	Nombre de cuenta:		SERVICIO LOCAL
	Dominio de cuenta:		NT AUTHORITY
	Id. de inicio de sesión:		0x3e5

Información de proceso:
	Id. de proceso:	0x48c
	Nombre:		C:\Windows\System32\svchost.exe

Hora anterior:		‎2014‎-‎06‎-‎02T08:07:23.004500000Z
Nueva hora:		‎2014‎-‎06‎-‎02T08:07:23.004000000Z

Este evento se genera cuando se cambia la hora del sistema. Es normal que el servicio Hora de Windows, que se ejecuta con el privilegio de sistema, cambie la hora del sistema regularmente. Otros cambios de la hora del sistema pueden indicar intentos de alteración del equipo."
Auditoría correcta,02/06/2014 8:54:06,Microsoft-Windows-Security-Auditing,4608,Cambio de estado de seguridad,"Se está iniciando Windows.

Este evento se registra cuando se inicia LSASS.EXE y se inicializa el subsistema de auditoría."
Auditoría correcta,02/06/2014 8:51:38,Microsoft-Windows-Security-Auditing,4608,Cambio de estado de seguridad,"Se está iniciando Windows.

Este evento se registra cuando se inicia LSASS.EXE y se inicializa el subsistema de auditoría."
Auditoría correcta,02/06/2014 9:55:27,Microsoft-Windows-Security-Auditing,4608,Cambio de estado de seguridad,"Se está iniciando Windows.

Este evento se registra cuando se inicia LSASS.EXE y se inicializa el subsistema de auditoría."
Auditoría correcta,02/06/2014 10:28:52,Microsoft-Windows-Security-Auditing,4608,Cambio de estado de seguridad,"Se está iniciando Windows.

Este evento se registra cuando se inicia LSASS.EXE y se inicializa el subsistema de auditoría."
Auditoría correcta,02/06/2014 10:53:24,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio/cierre de sesión
	Subcategoría:		Modo principal de IPsec
	GUID de subcategoría:		{0CCE9218-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:53:24,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio/cierre de sesión
	Subcategoría:		Servidor de directivas de redes
	GUID de subcategoría:		{0CCE9243-69AE-11D9-BED3-505054503030}
	Cambios:		Error quitado"
Auditoría correcta,02/06/2014 10:53:24,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio/cierre de sesión
	Subcategoría:		Otros eventos de inicio y cierre de sesión
	GUID de subcategoría:		{0CCE921C-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:18:22,Microsoft-Windows-Security-Auditing,4905,Cambio en la directiva de auditoría,"Se intentó anular el registro de un origen de evento de seguridad.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Proceso:
	Id. de proceso:	0x8a0
	Nombre de proceso:	C:\Windows\System32\VSSVC.exe

Origen de evento:
	Nombre de origen:	VSSAudit
	Id. de origen de evento:	0x109f92"
Auditoría correcta,02/06/2014 10:53:24,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio/cierre de sesión
	Subcategoría:		Modo extendido de IPsec
	GUID de subcategoría:		{0CCE921A-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 8:51:40,Microsoft-Windows-Security-Auditing,4902,Cambio en la directiva de auditoría,"Se creó la tabla de directiva de auditoría por usuario.

Número de elementos:	0
Id. de directiva:	0x20df9"
Auditoría correcta,02/06/2014 10:18:22,Microsoft-Windows-Security-Auditing,4904,Cambio en la directiva de auditoría,"Se intentó registrar un origen de evento de seguridad.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		WIN-S1HH40N0ECP$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Proceso:
	Id. de proceso:	0x8a0
	Nombre de proceso:	C:\Windows\System32\VSSVC.exe

Origen de evento:
	Nombre de origen:	VSSAudit
	Id. de origen de evento:	0x109f92"
Auditoría correcta,02/06/2014 10:22:43,Microsoft-Windows-Security-Auditing,4902,Cambio en la directiva de auditoría,"Se creó la tabla de directiva de auditoría por usuario.

Número de elementos:	0
Id. de directiva:	0x5f69"
Auditoría correcta,02/06/2014 9:55:27,Microsoft-Windows-Security-Auditing,4902,Cambio en la directiva de auditoría,"Se creó la tabla de directiva de auditoría por usuario.

Número de elementos:	0
Id. de directiva:	0x609b"
Auditoría correcta,02/06/2014 8:54:08,Microsoft-Windows-Security-Auditing,4902,Cambio en la directiva de auditoría,"Se creó la tabla de directiva de auditoría por usuario.

Número de elementos:	0
Id. de directiva:	0x6e6a"
Auditoría correcta,02/06/2014 10:52:33,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio de sesión de la cuenta
	Subcategoría:		Operaciones de vales de servicio Kerberos
	GUID de subcategoría:		{0CCE9240-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:52:33,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio de sesión de la cuenta
	Subcategoría:		Otros eventos de inicio de sesión de cuentas
	GUID de subcategoría:		{0CCE9241-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:52:33,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio de sesión de la cuenta
	Subcategoría:		Validación de credenciales
	GUID de subcategoría:		{0CCE923F-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:53:24,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio/cierre de sesión
	Subcategoría:		Modo rápido de IPsec
	GUID de subcategoría:		{0CCE9219-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:28:53,Microsoft-Windows-Security-Auditing,4902,Cambio en la directiva de auditoría,"Se creó la tabla de directiva de auditoría por usuario.

Número de elementos:	0
Id. de directiva:	0x6053"
Auditoría correcta,02/06/2014 10:53:11,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Administración de cuentas
	Subcategoría:		Otros eventos de administración de cuentas
	GUID de subcategoría:		{0CCE923A-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:53:11,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Administración de cuentas
	Subcategoría:		Administración de grupos de aplicaciones
	GUID de subcategoría:		{0CCE9239-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:53:11,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Administración de cuentas
	Subcategoría:		Administración de cuentas de equipo
	GUID de subcategoría:		{0CCE9236-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:53:11,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Administración de cuentas
	Subcategoría:		Administración de grupos de distribución
	GUID de subcategoría:		{0CCE9238-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 10:52:33,Microsoft-Windows-Security-Auditing,4719,Cambio en la directiva de auditoría,"Se cambió la directiva de auditoría del sistema.

Sujeto:
	Id. de seguridad:		SYSTEM
	Nombre de cuenta:		GARCIA2$
	Dominio de cuenta:		WORKGROUP
	Id. de inicio de sesión:		0x3e7

Cambio de directiva de auditoría:
	Categoría:		Inicio de sesión de la cuenta
	Subcategoría:		Servicio de autenticación Kerberos
	GUID de subcategoría:		{0CCE9242-69AE-11D9-BED3-505054503030}
	Cambios:		Resultado positivo agregado"
Auditoría correcta,02/06/2014 9:56:14,Microsoft-Windows-Security-Auditing,4634,Cerrar sesión,"Se cerró sesión en una cuenta.

Sujeto:
	Id. de seguridad:		GARCIA2\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		GARCIA2
	Id. de inicio de sesión:		0x1abd1

Tipo de inicio de sesión:			2

Este evento se genera cuando se destruye una sesión de inicio. Puede estar correlacionado de manera positiva con un evento de inicio de sesión mediante el valor Id. de inicio de sesión. Los id. de inicio de sesión sólo son únicos entre reinicios en el mismo equipo."
Auditoría correcta,02/06/2014 10:28:28,Microsoft-Windows-Security-Auditing,4647,Cerrar sesión,"Cierre de sesión iniciado por el usuario:

Sujeto:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		alex
	Dominio de cuenta:		GARCIA2
	Id. de inicio de sesión:		0x1b731

Este evento se genera cuando se inicia un cierre de sesión. No se puede producir ninguna actividad adicional iniciada por el usuario. Este evento se puede interpretar como un evento de cierre de sesión."
Auditoría correcta,02/06/2014 10:22:12,Microsoft-Windows-Security-Auditing,4647,Cerrar sesión,"Cierre de sesión iniciado por el usuario:

Sujeto:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		alex
	Dominio de cuenta:		alex-PC
	Id. de inicio de sesión:		0x2a087

Este evento se genera cuando se inicia un cierre de sesión. No se puede producir ninguna actividad adicional iniciada por el usuario. Este evento se puede interpretar como un evento de cierre de sesión."
Auditoría correcta,02/06/2014 10:54:15,Microsoft-Windows-Security-Auditing,4647,Cerrar sesión,"Cierre de sesión iniciado por el usuario:

Sujeto:
	Id. de seguridad:		GARCIA2\alex
	Nombre de cuenta:		alex
	Dominio de cuenta:		GARCIA2
	Id. de inicio de sesión:		0x38f2a

Este evento se genera cuando se inicia un cierre de sesión. No se puede producir ninguna actividad adicional iniciada por el usuario. Este evento se puede interpretar como un evento de cierre de sesión."
